SpotID,Day,Month,Date,Year,Hour,Minute,Second,Status
13,Tuesday,6,10,2025,10,39,53,1
3,Tuesday,6,10,2025,8,9,44,0
13,Tuesday,6,10,2025,12,53,43,1
2,Tuesday,6,10,2025,18,36,11,0
8,Tuesday,6,10,2025,19,23,51,0
3,Tuesday,6,10,2025,20,52,54,0
7,Tuesday,6,10,2025,20,41,54,0
1,Tuesday,6,10,2025,18,9,53,0
1,Tuesday,6,10,2025,10,32,53,0
1,Tuesday,6,10,2025,15,52,54,0
9,Tuesday,6,10,2025,15,20,55,1
14,Tuesday,6,10,2025,20,15,51,0
8,Tuesday,6,10,2025,9,41,50,1
11,Tuesday,6,10,2025,15,20,51,1
1,Tuesday,6,10,2025,20,8,51,0
3,Tuesday,6,10,2025,10,36,53,0
5,Tuesday,6,10,2025,17,10,59,0
1,Tuesday,6,10,2025,9,48,50,0
14,Tuesday,6,10,2025,8,30,46,0
5,Tuesday,6,10,2025,10,9,50,1
4,Tuesday,6,10,2025,16,39,59,1
7,Tuesday,6,10,2025,19,57,51,0
4,Tuesday,6,10,2025,12,58,43,1
13,Tuesday,6,10,2025,18,47,11,0
13,Friday,6,10,2225,11,34,46,1
12,Tuesday,6,10,2025,8,4,44,1
12,Tuesday,6,10,2025,11,19,53,1
6,Tuesday,6,10,2025,17,59,53,0
14,Tuesday,6,10,2025,15,58,54,1
9,Tuesday,6,10,2025,13,31,47,1
11,Tuesday,6,10,2025,13,24,47,1
4,Friday,6,10,2225,11,36,46,1
4,Tuesday,6,10,2025,7,28,44,0
11,Tuesday,6,10,2025,19,56,51,0
11,Tuesday,6,10,2025,12,32,43,1
10,Tuesday,6,10,2025,21,0,54,0
14,Tuesday,6,10,2025,16,12,54,1
11,Tuesday,6,10,2025,14,56,51,1
3,Tuesday,6,10,2025,13,31,47,0
14,Tuesday,6,10,2025,15,56,54,1
6,Tuesday,6,10,2025,13,18,43,1
6,Tuesday,6,10,2025,18,29,11,0
4,Tuesday,6,10,2025,12,42,43,1
10,Tuesday,6,10,2025,19,49,51,0
7,Tuesday,6,10,2025,13,44,47,1
6,Tuesday,6,10,2025,14,33,51,1
7,Tuesday,6,10,2025,20,58,54,0
9,Tuesday,6,10,2025,13,3,43,1
7,Friday,6,10,2225,11,24,46,1
6,Tuesday,6,10,2025,13,52,47,1
6,Tuesday,6,10,2025,9,28,50,0
7,Tuesday,6,10,2025,13,37,47,1
14,Tuesday,6,10,2025,11,5,53,1
10,Tuesday,6,10,2025,8,34,46,1
2,Tuesday,6,10,2025,14,50,51,0
4,Tuesday,6,10,2025,14,39,51,1
5,Tuesday,6,10,2025,20,41,54,0
8,Tuesday,6,10,2025,8,45,46,1
3,Tuesday,6,10,2025,15,28,54,0
11,Tuesday,6,10,2025,18,38,11,0
2,Tuesday,6,10,2025,9,55,50,0
7,Tuesday,6,10,2025,10,57,53,1
3,Tuesday,6,10,2025,17,47,53,0
3,Tuesday,6,10,2025,17,3,59,0
7,Tuesday,6,10,2025,10,9,50,1
8,Tuesday,6,10,2025,10,20,54,1
3,Tuesday,6,10,2025,14,20,47,0
5,Tuesday,6,10,2025,14,49,51,1
6,Tuesday,6,10,2025,17,29,53,0
9,Tuesday,6,10,2025,17,1,59,0
8,Tuesday,6,10,2025,10,41,53,1
5,Tuesday,6,10,2025,10,19,50,1
4,Tuesday,6,10,2025,15,1,51,1
12,Tuesday,6,10,2025,10,13,50,1
3,Tuesday,6,10,2025,13,13,43,0
1,Tuesday,6,10,2025,9,7,46,0
11,Tuesday,6,10,2025,19,4,11,0
9,Tuesday,6,10,2025,14,51,51,1
5,Friday,6,10,2225,11,33,46,1
11,Tuesday,6,10,2025,19,33,51,0
7,Tuesday,6,10,2025,14,35,51,1
12,Tuesday,6,10,2025,13,13,43,1
13,Tuesday,6,10,2025,12,41,43,1
14,Tuesday,6,10,2025,10,28,53,1
9,Tuesday,6,10,2025,18,36,11,0
12,Tuesday,6,10,2025,12,26,43,1
4,Tuesday,6,10,2025,17,4,59,1
14,Tuesday,6,10,2025,9,36,50,1
14,Tuesday,6,10,2025,14,59,51,1
13,Tuesday,6,10,2025,16,56,59,1
13,Tuesday,6,10,2025,16,48,59,1
9,Tuesday,6,10,2025,8,13,44,1
8,Tuesday,6,10,2025,20,59,54,0
2,Tuesday,6,10,2025,18,2,53,0
6,Tuesday,6,10,2025,12,29,43,1
3,Tuesday,6,10,2025,11,10,53,0
3,Tuesday,6,10,2025,15,21,54,0
4,Tuesday,6,10,2025,19,47,51,1
7,Tuesday,6,10,2025,21,15,54,0
4,Tuesday,6,10,2025,16,15,54,1
5,Tuesday,6,10,2025,13,55,47,1
3,Tuesday,6,10,2025,15,52,54,0
4,Tuesday,6,10,2025,19,31,51,1
4,Tuesday,6,10,2025,7,21,44,0
8,Tuesday,6,10,2025,16,9,54,1
5,Tuesday,6,10,2025,16,19,54,0
4,Tuesday,6,10,2025,12,50,43,1
13,Tuesday,6,10,2025,14,29,51,1
13,Tuesday,6,10,2025,9,20,51,1
11,Tuesday,6,10,2025,10,27,53,1
12,Tuesday,6,10,2025,9,35,50,1
2,Tuesday,6,10,2025,7,32,44,0
12,Tuesday,6,10,2025,10,25,53,1
2,Friday,6,10,2225,11,35,46,0
11,Tuesday,6,10,2025,16,5,54,0
12,Tuesday,6,10,2025,7,47,44,1
10,Tuesday,6,10,2025,9,2,46,1
4,Tuesday,6,10,2025,14,13,47,1
13,Tuesday,6,10,2025,20,7,51,0
14,Tuesday,6,10,2025,16,43,59,1
13,Tuesday,6,10,2025,18,4,53,0
13,Tuesday,6,10,2025,9,58,50,1
10,Tuesday,6,10,2025,13,33,47,1
14,Tuesday,6,10,2025,10,5,50,1
2,Tuesday,6,10,2025,20,58,54,0
2,Tuesday,6,10,2025,8,40,46,0
12,Tuesday,6,10,2025,20,4,51,1
4,Tuesday,6,10,2025,20,15,51,0
8,Tuesday,6,10,2025,16,16,54,1
3,Tuesday,6,10,2025,10,34,53,0
13,Tuesday,6,10,2025,15,41,54,1
7,Tuesday,6,10,2025,11,1,53,1
5,Tuesday,6,10,2025,17,29,53,0
1,Tuesday,6,10,2025,9,4,46,0
4,Tuesday,6,10,2025,14,41,51,1
12,Tuesday,6,10,2025,20,35,54,1
7,Tuesday,6,10,2025,10,19,50,1
14,Tuesday,6,10,2025,8,23,46,0
1,Tuesday,6,10,2025,19,3,11,0
8,Tuesday,6,10,2025,17,48,53,0
5,Tuesday,6,10,2025,14,35,51,1
7,Tuesday,6,10,2025,12,35,43,1
13,Tuesday,6,10,2025,19,31,51,0
14,Tuesday,6,10,2025,17,27,53,1
4,Tuesday,6,10,2025,19,13,11,1
4,Friday,6,10,2225,11,43,46,1
7,Tuesday,6,10,2025,8,34,46,1
7,Friday,6,10,2225,11,49,46,1
6,Tuesday,6,10,2025,14,37,51,1
8,Friday,6,10,2225,11,39,46,1
14,Tuesday,6,10,2025,19,4,11,0
1,Tuesday,6,10,2025,8,13,44,0
9,Friday,6,10,2225,12,4,46,1
12,Tuesday,6,10,2025,13,8,43,1
13,Tuesday,6,10,2025,16,12,54,1
10,Tuesday,6,10,2025,8,2,44,1
9,Friday,6,10,2225,12,6,46,1
9,Tuesday,6,10,2025,15,1,51,1
8,Tuesday,6,10,2025,9,0,46,1
11,Tuesday,6,10,2025,10,24,53,1
9,Tuesday,6,10,2025,18,37,11,0
6,Tuesday,6,10,2025,10,6,50,1
11,Tuesday,6,10,2025,14,5,47,1
1,Tuesday,6,10,2025,7,31,44,0
9,Tuesday,6,10,2025,13,22,47,1
9,Tuesday,6,10,2025,20,39,54,0
1,Tuesday,6,10,2025,9,38,50,0
10,Tuesday,6,10,2025,9,13,46,1
1,Tuesday,6,10,2025,10,21,53,0
14,Tuesday,6,10,2025,14,26,51,1
8,Friday,6,10,2225,11,29,46,1
5,Tuesday,6,10,2025,19,44,51,0
11,Tuesday,6,10,2025,9,20,51,1
2,Tuesday,6,10,2025,15,28,54,0
5,Tuesday,6,10,2025,17,42,53,0
14,Tuesday,6,10,2025,13,13,43,1
8,Tuesday,6,10,2025,16,0,54,1
6,Tuesday,6,10,2025,15,0,51,1
7,Tuesday,6,10,2025,7,29,44,1
6,Tuesday,6,10,2025,13,50,47,1
5,Tuesday,6,10,2025,16,1,54,1
13,Tuesday,6,10,2025,17,1,59,1
10,Tuesday,6,10,2025,20,23,54,0
9,Tuesday,6,10,2025,10,19,50,1
11,Tuesday,6,10,2025,19,48,51,0
2,Tuesday,6,10,2025,13,5,43,0
7,Tuesday,6,10,2025,14,49,51,1
9,Tuesday,6,10,2025,13,29,47,1
11,Tuesday,6,10,2025,15,6,51,1
9,Tuesday,6,10,2025,13,0,43,1
11,Tuesday,6,10,2025,8,8,44,1
8,Tuesday,6,10,2025,10,43,53,1
13,Tuesday,6,10,2025,8,53,46,1
9,Tuesday,6,10,2025,13,59,47,1
9,Tuesday,6,10,2025,21,0,54,0
13,Tuesday,6,10,2025,7,34,44,0
14,Tuesday,6,10,2025,10,47,53,1
14,Tuesday,6,10,2025,13,19,43,1
13,Tuesday,6,10,2025,8,42,46,1
8,Tuesday,6,10,2025,12,36,43,1
7,Tuesday,6,10,2025,12,32,43,1
6,Tuesday,6,10,2025,15,57,54,1
1,Tuesday,6,10,2025,14,12,47,1
9,Tuesday,6,10,2025,12,59,43,1
1,Tuesday,6,10,2025,19,11,11,0
3,Tuesday,6,10,2025,14,1,47,0
3,Tuesday,6,10,2025,8,22,46,0
5,Tuesday,6,10,2025,19,13,11,0
5,Tuesday,6,10,2025,20,10,51,0
6,Tuesday,6,10,2025,18,13,53,0
12,Tuesday,6,10,2025,14,11,47,1
1,Tuesday,6,10,2025,11,18,53,1
9,Tuesday,6,10,2025,14,29,51,1
10,Tuesday,6,10,2025,10,22,53,1
8,Tuesday,6,10,2025,17,31,53,1
7,Tuesday,6,10,2025,19,53,51,0
11,Tuesday,6,10,2025,16,52,59,0
13,Friday,6,10,2225,11,55,46,1
6,Tuesday,6,10,2025,21,12,54,0
14,Tuesday,6,10,2025,20,20,51,0
10,Tuesday,6,10,2025,21,7,54,0
4,Tuesday,6,10,2025,8,39,46,1
6,Tuesday,6,10,2025,15,36,54,1
7,Tuesday,6,10,2025,9,46,50,1
2,Tuesday,6,10,2025,10,44,53,0
2,Tuesday,6,10,2025,17,13,59,0
6,Tuesday,6,10,2025,16,17,54,1
9,Tuesday,6,10,2025,14,44,51,1
10,Tuesday,6,10,2025,17,28,53,0
13,Tuesday,6,10,2025,12,50,43,1
8,Tuesday,6,10,2025,14,20,52,1
4,Tuesday,6,10,2025,14,58,51,1
14,Tuesday,6,10,2025,16,29,59,1
13,Tuesday,6,10,2025,16,26,59,1
13,Tuesday,6,10,2025,8,43,46,1
7,Tuesday,6,10,2025,20,30,54,0
7,Tuesday,6,10,2025,12,55,43,1
12,Tuesday,6,10,2025,19,35,51,1
6,Tuesday,6,10,2025,13,7,43,1
9,Tuesday,6,10,2025,9,18,46,1
10,Tuesday,6,10,2025,14,50,51,1
4,Tuesday,6,10,2025,21,10,54,0
6,Tuesday,6,10,2025,18,12,53,0
1,Tuesday,6,10,2025,7,24,44,0
14,Tuesday,6,10,2025,10,29,53,1
1,Tuesday,6,10,2025,8,48,46,0
2,Friday,6,10,2225,11,52,46,0
7,Tuesday,6,10,2025,9,3,46,1
13,Tuesday,6,10,2025,19,39,51,0
9,Tuesday,6,10,2025,20,40,54,0
14,Tuesday,6,10,2025,16,57,59,1
14,Tuesday,6,10,2025,20,44,54,0
11,Tuesday,6,10,2025,12,35,43,1
1,Tuesday,6,10,2025,9,56,50,0
3,Tuesday,6,10,2025,14,21,51,0
10,Tuesday,6,10,2025,17,37,53,0
9,Tuesday,6,10,2025,13,25,47,1
3,Tuesday,6,10,2025,12,48,43,0
14,Tuesday,6,10,2025,16,24,59,1
5,Tuesday,6,10,2025,14,42,51,1
13,Tuesday,6,10,2025,13,54,47,1
9,Tuesday,6,10,2025,19,19,11,0
7,Tuesday,6,10,2025,18,30,11,0
4,Tuesday,6,10,2025,8,55,46,1
2,Tuesday,6,10,2025,12,22,43,0
7,Tuesday,6,10,2025,20,13,51,0
14,Tuesday,6,10,2025,13,35,47,1
1,Tuesday,6,10,2025,12,54,43,1
7,Tuesday,6,10,2025,17,36,53,0
13,Tuesday,6,10,2025,9,25,50,1
14,Tuesday,6,10,2025,15,9,51,1
14,Tuesday,6,10,2025,15,26,54,1
4,Tuesday,6,10,2025,17,51,53,1
2,Tuesday,6,10,2025,13,1,43,0
11,Tuesday,6,10,2025,10,38,53,1
10,Tuesday,6,10,2025,7,22,44,0
6,Tuesday,6,10,2025,14,45,51,1
7,Tuesday,6,10,2025,20,36,54,0
6,Tuesday,6,10,2025,12,27,43,1
10,Tuesday,6,10,2025,8,26,46,1
12,Tuesday,6,10,2025,19,21,51,1
3,Tuesday,6,10,2025,15,53,54,0
14,Tuesday,6,10,2025,18,49,11,0
3,Tuesday,6,10,2025,9,21,50,0
12,Tuesday,6,10,2025,19,59,51,1
11,Tuesday,6,10,2025,17,58,53,0
8,Tuesday,6,10,2025,13,20,43,1
2,Tuesday,6,10,2025,9,38,50,0
13,Tuesday,6,10,2025,18,53,11,0
9,Tuesday,6,10,2025,19,31,51,0
14,Tuesday,6,10,2025,17,18,59,1
5,Tuesday,6,10,2025,16,6,54,1
8,Tuesday,6,10,2025,17,16,59,1
13,Friday,6,10,2225,11,47,46,1
11,Tuesday,6,10,2025,13,13,43,1
2,Tuesday,6,10,2025,8,39,46,0
7,Tuesday,6,10,2025,8,18,44,1
9,Tuesday,6,10,2025,18,48,11,0
13,Tuesday,6,10,2025,17,14,59,1
2,Tuesday,6,10,2025,20,10,51,0
9,Tuesday,6,10,2025,12,33,43,1
13,Tuesday,6,10,2025,19,27,51,0
5,Tuesday,6,10,2025,17,25,53,0
8,Tuesday,6,10,2025,13,57,47,1
8,Tuesday,6,10,2025,16,11,54,1
11,Friday,6,10,2225,12,17,46,1
6,Tuesday,6,10,2025,13,13,43,1
3,Tuesday,6,10,2025,13,15,43,0
10,Tuesday,6,10,2025,20,53,54,0
14,Tuesday,6,10,2025,9,14,46,1
3,Friday,6,10,2225,11,47,46,0
14,Tuesday,6,10,2025,21,12,54,0
2,Tuesday,6,10,2025,19,44,51,0
2,Tuesday,6,10,2025,14,15,47,0
10,Tuesday,6,10,2025,13,6,43,1
8,Tuesday,6,10,2025,14,0,47,1
9,Tuesday,6,10,2025,18,47,11,0
13,Tuesday,6,10,2025,11,16,53,1
4,Tuesday,6,10,2025,18,0,53,1
5,Tuesday,6,10,2025,19,22,51,0
1,Tuesday,6,10,2025,19,29,51,0
3,Tuesday,6,10,2025,20,33,54,0
12,Tuesday,6,10,2025,9,43,50,1
13,Tuesday,6,10,2025,12,51,43,1
6,Tuesday,6,10,2025,14,53,51,1
9,Tuesday,6,10,2025,18,52,11,0
4,Tuesday,6,10,2025,18,11,53,1
1,Tuesday,6,10,2025,16,26,59,0
2,Tuesday,6,10,2025,19,1,11,0
7,Tuesday,6,10,2025,15,14,51,1
5,Tuesday,6,10,2025,9,6,46,1
6,Tuesday,6,10,2025,8,40,46,0
2,Tuesday,6,10,2025,19,21,51,0
1,Tuesday,6,10,2025,16,35,59,0
4,Tuesday,6,10,2025,9,5,46,1
8,Tuesday,6,10,2025,10,32,53,1
2,Tuesday,6,10,2025,9,41,50,0
2,Tuesday,6,10,2025,9,47,50,0
7,Tuesday,6,10,2025,14,32,51,1
5,Tuesday,6,10,2025,17,14,59,0
10,Tuesday,6,10,2025,19,50,51,0
14,Friday,6,10,2225,11,54,46,1
4,Tuesday,6,10,2025,8,9,44,1
3,Tuesday,6,10,2025,13,44,47,0
14,Tuesday,6,10,2025,15,51,54,1
9,Tuesday,6,10,2025,8,40,46,1
7,Friday,6,10,2225,11,56,46,1
10,Tuesday,6,10,2025,19,57,51,0
4,Tuesday,6,10,2025,14,16,47,1
13,Tuesday,6,10,2025,18,40,11,0
5,Tuesday,6,10,2025,10,47,53,1
1,Friday,6,10,2225,11,33,46,1
13,Tuesday,6,10,2025,9,46,50,1
3,Tuesday,6,10,2025,8,3,44,0
3,Tuesday,6,10,2025,15,45,54,0
13,Tuesday,6,10,2025,20,39,54,0
4,Tuesday,6,10,2025,9,49,50,1
6,Tuesday,6,10,2025,17,45,53,0
7,Friday,6,10,2225,11,40,46,1
6,Tuesday,6,10,2025,19,15,11,0
5,Tuesday,6,10,2025,19,52,51,0
1,Tuesday,6,10,2025,10,47,53,0
12,Tuesday,6,10,2025,8,21,46,1
10,Tuesday,6,10,2025,12,48,43,1
11,Tuesday,6,10,2025,13,43,47,1
14,Tuesday,6,10,2025,19,24,51,0
8,Tuesday,6,10,2025,16,52,59,1
8,Tuesday,6,10,2025,20,16,51,0
14,Friday,6,10,2225,11,47,46,1
13,Friday,6,10,2225,11,22,47,1
12,Tuesday,6,10,2025,10,54,53,1
8,Tuesday,6,10,2025,7,57,44,0
13,Tuesday,6,10,2025,15,45,54,1
5,Tuesday,6,10,2025,9,33,50,1
3,Tuesday,6,10,2025,18,59,11,0
12,Friday,6,10,2225,11,26,46,1
7,Tuesday,6,10,2025,12,24,43,1
4,Friday,6,10,2225,11,25,46,1
3,Tuesday,6,10,2025,8,54,46,0
7,Tuesday,6,10,2025,13,38,47,1
7,Tuesday,6,10,2025,21,11,54,0
1,Tuesday,6,10,2025,8,31,46,0
5,Tuesday,6,10,2025,19,46,51,0
4,Tuesday,6,10,2025,15,42,54,1
3,Tuesday,6,10,2025,8,39,46,0
7,Tuesday,6,10,2025,11,6,53,1
14,Tuesday,6,10,2025,15,37,54,1
8,Tuesday,6,10,2025,19,35,51,0
8,Tuesday,6,10,2025,9,42,50,1
10,Tuesday,6,10,2025,19,12,11,0
9,Tuesday,6,10,2025,8,41,46,1
10,Tuesday,6,10,2025,14,31,51,1
9,Tuesday,6,10,2025,18,43,11,0
11,Tuesday,6,10,2025,10,23,53,1
10,Tuesday,6,10,2025,8,48,46,1
2,Tuesday,6,10,2025,16,4,54,0
11,Tuesday,6,10,2025,13,38,47,1
1,Tuesday,6,10,2025,15,36,54,1
2,Tuesday,6,10,2025,20,23,54,0
5,Tuesday,6,10,2025,8,18,44,1
3,Tuesday,6,10,2025,9,1,46,0
7,Tuesday,6,10,2025,7,34,44,1
8,Tuesday,6,10,2025,15,21,54,1
14,Tuesday,6,10,2025,9,41,50,1
12,Tuesday,6,10,2025,8,47,46,1
10,Tuesday,6,10,2025,18,16,53,0
3,Tuesday,6,10,2025,14,44,51,0
1,Tuesday,6,10,2025,15,43,54,0
5,Tuesday,6,10,2025,8,2,44,1
3,Tuesday,6,10,2025,19,24,51,0
13,Tuesday,6,10,2025,10,49,53,1
4,Tuesday,6,10,2025,19,8,11,1
8,Tuesday,6,10,2025,18,39,11,0
2,Tuesday,6,10,2025,10,56,53,0
10,Tuesday,6,10,2025,9,20,51,1
14,Tuesday,6,10,2025,16,31,59,1
2,Tuesday,6,10,2025,7,52,44,0
11,Tuesday,6,10,2025,19,2,11,0
5,Tuesday,6,10,2025,20,20,55,0
10,Tuesday,6,10,2025,19,53,51,0
1,Tuesday,6,10,2025,18,5,53,0
14,Tuesday,6,10,2025,16,22,59,1
5,Tuesday,6,10,2025,7,46,44,1
4,Tuesday,6,10,2025,21,7,54,0
13,Tuesday,6,10,2025,17,55,53,0
2,Tuesday,6,10,2025,13,3,43,0
6,Tuesday,6,10,2025,10,34,53,1
12,Tuesday,6,10,2025,13,48,47,1
9,Tuesday,6,10,2025,20,18,51,0
5,Tuesday,6,10,2025,16,0,54,1
6,Tuesday,6,10,2025,9,50,50,1
1,Tuesday,6,10,2025,17,15,59,0
2,Tuesday,6,10,2025,7,21,44,0
9,Tuesday,6,10,2025,21,9,54,0
1,Friday,6,10,2225,11,42,46,1
10,Tuesday,6,10,2025,17,16,59,0
3,Tuesday,6,10,2025,9,39,50,0
10,Tuesday,6,10,2025,12,41,43,1
7,Tuesday,6,10,2025,13,45,47,1
5,Friday,6,10,2225,11,44,46,1
9,Tuesday,6,10,2025,8,37,46,1
1,Tuesday,6,10,2025,15,3,51,0
14,Tuesday,6,10,2025,9,20,51,1
14,Tuesday,6,10,2025,12,25,43,1
9,Tuesday,6,10,2025,20,6,51,0
13,Tuesday,6,10,2025,17,30,53,1
2,Tuesday,6,10,2025,14,17,47,0
12,Tuesday,6,10,2025,10,18,50,1
1,Tuesday,6,10,2025,10,27,53,0
6,Tuesday,6,10,2025,10,26,53,1
2,Tuesday,6,10,2025,19,18,11,0
4,Tuesday,6,10,2025,8,53,46,1
5,Tuesday,6,10,2025,14,23,51,1
4,Friday,6,10,2225,12,19,46,1
1,Tuesday,6,10,2025,19,32,51,0
1,Tuesday,6,10,2025,20,47,54,0
4,Tuesday,6,10,2025,18,57,11,1
1,Tuesday,6,10,2025,14,27,51,0
2,Tuesday,6,10,2025,14,19,47,0
6,Friday,6,10,2225,12,5,46,1
6,Tuesday,6,10,2025,10,0,50,1
6,Tuesday,6,10,2025,12,53,43,1
9,Tuesday,6,10,2025,9,0,46,1
6,Tuesday,6,10,2025,10,33,53,1
2,Tuesday,6,10,2025,11,16,53,0
13,Tuesday,6,10,2025,14,57,51,1
4,Tuesday,6,10,2025,11,16,53,1
10,Tuesday,6,10,2025,12,42,43,1
8,Tuesday,6,10,2025,9,35,50,1
8,Tuesday,6,10,2025,13,15,43,1
11,Tuesday,6,10,2025,10,7,50,1
7,Tuesday,6,10,2025,15,32,54,1
8,Tuesday,6,10,2025,12,34,43,1
11,Tuesday,6,10,2025,7,28,44,1
9,Tuesday,6,10,2025,17,55,53,0
14,Tuesday,6,10,2025,17,11,59,1
5,Tuesday,6,10,2025,17,17,59,0
12,Friday,6,10,2225,12,17,46,1
8,Tuesday,6,10,2025,21,17,54,0
6,Tuesday,6,10,2025,14,20,52,1
10,Tuesday,6,10,2025,18,44,11,0
4,Tuesday,6,10,2025,13,25,47,1
10,Tuesday,6,10,2025,14,49,51,1
1,Tuesday,6,10,2025,13,7,43,1
4,Tuesday,6,10,2025,7,47,44,0
8,Tuesday,6,10,2025,17,17,59,1
9,Tuesday,6,10,2025,20,38,54,0
10,Tuesday,6,10,2025,7,41,44,1
6,Tuesday,6,10,2025,18,14,53,0
14,Tuesday,6,10,2025,15,20,51,1
3,Tuesday,6,10,2025,17,49,53,0
3,Tuesday,6,10,2025,9,24,50,0
10,Tuesday,6,10,2025,12,39,43,1
14,Tuesday,6,10,2025,15,13,51,1
14,Tuesday,6,10,2025,14,43,51,1
10,Tuesday,6,10,2025,18,10,53,0
9,Tuesday,6,10,2025,12,40,43,1
13,Tuesday,6,10,2025,9,47,50,1
9,Tuesday,6,10,2025,9,38,50,1
8,Tuesday,6,10,2025,21,11,54,0
13,Tuesday,6,10,2025,21,18,54,0
2,Friday,6,10,2225,11,37,46,0
3,Tuesday,6,10,2025,10,44,53,0
4,Tuesday,6,10,2025,14,0,47,1
1,Tuesday,6,10,2025,15,23,54,1
5,Tuesday,6,10,2025,20,47,54,0
6,Tuesday,6,10,2025,17,11,59,0
14,Tuesday,6,10,2025,19,11,11,0
1,Tuesday,6,10,2025,19,37,51,0
8,Tuesday,6,10,2025,16,3,54,1
10,Tuesday,6,10,2025,12,40,43,1
7,Friday,6,10,2225,12,10,46,1
8,Tuesday,6,10,2025,21,7,54,0
10,Tuesday,6,10,2025,20,13,51,0
1,Tuesday,6,10,2025,21,7,54,0
14,Tuesday,6,10,2025,15,22,54,1
9,Tuesday,6,10,2025,9,19,46,1
3,Tuesday,6,10,2025,11,9,53,0
9,Tuesday,6,10,2025,13,48,47,1
10,Tuesday,6,10,2025,13,46,47,1
11,Tuesday,6,10,2025,18,45,11,0
11,Tuesday,6,10,2025,7,54,44,1
10,Tuesday,6,10,2025,15,50,54,1
12,Tuesday,6,10,2025,14,44,51,1
6,Tuesday,6,10,2025,17,10,59,0
8,Tuesday,6,10,2025,15,29,54,1
2,Tuesday,6,10,2025,10,4,50,0
2,Tuesday,6,10,2025,10,34,53,0
8,Tuesday,6,10,2025,16,49,59,1
1,Tuesday,6,10,2025,15,30,54,1
12,Friday,6,10,2225,12,1,46,1
13,Tuesday,6,10,2025,17,51,53,0
1,Tuesday,6,10,2025,15,37,54,1
8,Tuesday,6,10,2025,12,26,43,1
10,Tuesday,6,10,2025,10,17,50,1
4,Tuesday,6,10,2025,17,15,59,1
9,Tuesday,6,10,2025,10,20,50,1
4,Tuesday,6,10,2025,10,11,50,1
10,Tuesday,6,10,2025,16,59,59,1
2,Tuesday,6,10,2025,9,45,50,0
11,Tuesday,6,10,2025,15,27,54,1
7,Tuesday,6,10,2025,13,36,47,1
14,Tuesday,6,10,2025,16,14,54,1
13,Friday,6,10,2225,11,45,46,0
5,Tuesday,6,10,2025,20,56,54,0
5,Tuesday,6,10,2025,10,41,53,1
13,Tuesday,6,10,2025,15,40,54,1
